user,tweets,location
Sumra_tweets,"Mr @DrRPNishank, Students are frustrated. Since long they are seeking for postpone #JEENEET 
but our government sho… https://t.co/w7bYMBC0mI",India
Harami_Aaurat,"But, why to fear, India has vaccine in the form of #JEENEET admit card...

#RIP_POKHRIYAL 
#StudentsHatesMrModi https://t.co/gBQWvrx3rF",Twitter 😛
renga____,How will the students who are quarantine and students with covid cases will attend #JEENEET Exam !!??Is the Govt. r… https://t.co/MuEVVOaZuy,
SachinJ04125951,"@SumitSavant25 @HansrajMeena @PMOIndia @fighterMamta @ndtvindia @Republic_Bharat This is beginning only

This is li… https://t.co/i0sxXaRsqm","Haldwani-Kathgodam, India"
junglijalebi,"@Ranvijai1 @ABPNews @Indian_Instance @Swamy39 @amitbehere @bhuvan_82 @sakshijoshii +

Me to bartender:
""I will have… https://t.co/NGq9Bh0hJS",
Chandrayan4435,"@PIB_India @narendramodi But does not addresses students on #JEENEET . Wah Modiji Wah.
#StudentsDislikePMModi… https://t.co/4tKS6ZAoz6","Hooghly, West Bengal, India"
anujain2000,#JEENEET shouldn't be delayed for ur sake &amp; country's future. Ignore #Greta hypocrisy as she's going to school amid… https://t.co/fP81RVeyD1,
Akshats44257277,"If #JEENEET are not postponed today this is going to be the most fatal move for modi government.
My family has alwa… https://t.co/On9d2tPKQy",
__Arpit_,"Get this shit app out of Playstore. Practice huh?, shit level questions seems more like designed for state entrance… https://t.co/TwgUmoHlLS",India
munawaralamreal,@MSimranofficial Technology used correctly #NEET_JEE #JEENEET #jeeneetpostpone #ExamsInCovidASuicide,"New Delhi, India"
korawala,@Swamy39 I liked the way you support government good deeds and always there to criticize your own government when t… https://t.co/hf2atOdG9B,"Indore, India"
thefirstindia,I have phoned the PM residence this morning to try one last time for postponing NEET/JEE exams beyond Deepavali. Th… https://t.co/67P88yDOG9,"Jaipur, India"
Rushike68113301,"@HemantSorenJMM  sir , may I ask you the purpose behind poll conduction..?? If you are really worried about the stu… https://t.co/9IopacKVIP",
iamkundankk,"Guys please, retweet with 👇👇👇👇🙏
#Swamiji39_theGod 

#StudentsHatesMrModi #JEENEET 
#PostponeJEE_NEETinCOVID… https://t.co/aQoJzBVZhO",India
mrindia1111,"BREAKING NEWS::GO and see
👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
https://t.co/uIocKkwos6

 #JEENEET  #NoMore_Neet… https://t.co/H71jaDHM8r","Rajasthan, India"
SUNILRA92827701,"#StudentsDislikePMModi
Dear students amitshah is come back from hospital we should be try on this… https://t.co/CSb8MH9aoI","मारवाड़ जक्शन, भारत"
miss_shubhi,"@Swamy39 Dear Sir, you need to understand
This isn't in students interest
NEET/JEE students aren't freebie students… https://t.co/6N86zbRJqw","New Delhi, India"
embibe,"Speed, confidence, stamina, time management - every student has a secret strength. Embibe’s AI-powered tests &amp; anal… https://t.co/7aYHDLAVpf","Bengaluru, India"
sekharshashi2,"#StudentsDislikePMModi
#PostponeJEENEET_Today #Mann_Ki_Nahi_Student_Ki_Baat #StudentsHatesMrModi… https://t.co/ocuXaD12M8","Manpur, Gaya"
Abhi_8989,I think now it’s about reaching at 1st position in corona cases. The way it is spreading and as AIIMS said around S… https://t.co/ByGnTzo7KL,"Kota, India"
skdusod,@SushantBSinha @narendramodi When going for online voting for exams then why not for the results and admissions als… https://t.co/5ad79HAzwa,
shardulpandit11,Govt to all #JEENEET students #ExamsInCovidASuicide #Exams2020 @SonuSood @DrSwamy4FM @sardesairajdeep… https://t.co/aQjJv7CfSV,"Mumbai, Maharashtra"
ExpressPodcasts,"🔊 First, @KhurafatiChopra explains the #NEET_JEE exam controversy – why students (and 6 opposition states) are dema… https://t.co/MUEbYzH4On","Noida, India"
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/Vzc508VpW4",
MusfiqTa,"And our GREAT LEADERS expect the students to give exams. Wow!! 😄.

#MODIJI_POSTPONEJEENEET #Dislike… https://t.co/6sgF4rAkUt",
dhiraj_i_m,"#RIP_POKHRIYAL
Padlo abb... 
Trend karwane se kuch nhi hoga.... 
#JEENEET start studying still you all have 1 day l… https://t.co/yTEMSwleji",
KeerthiRuthwik,Postpone of #JEENEET #jeeneetpostpone @PMOIndia @SonuSood @DG_NTA students poll on #jeeneetpostpone #SpeakUpForStudentSafety,
_sayema,"Parliament isn’t functional yet due to Covid scare but students must come for exams! Hadd hai!
#JEENEET #StudentLivesMatter",The Little prince's planet
imfazzzy,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/pT3JhYceCd","Rajnandgaon, India"
LONESUR06814113,Stop tweeting about #JEENEET.no body is here in India to listen https://t.co/dV9JtpafGa will frustrate u more😠😠.… https://t.co/azzdnua1Bz,"Unit9,bbsr"
_SharonSolomon,"@MamataOfficial Mam... Please postpone #JEENEET 
#PostponeJEE_NEETinSept",
Dip15672304,"@MamataOfficial Youtubers got new content
Political leaders got new agenda
Advocates got popularity &amp; money
News ch… https://t.co/QwKQQYToVq",west Bengal
Harshjalan15,"@nidhiindiatv 
Any update ? 
#JEENEET",
UnnatiJ03758213,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/t2MzVyMDey",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/oQz7Y9DqFm",
kishan_k_sharma,"#RIP_POKHRIYAL
#modi_he_to_mushkil_he
#StudentsDislikePMModi 
#StudentsHatesMrModi 
#JEENEET… https://t.co/iEBlH7b8Kf",India 
NahniSi,"This is impossible!!Parenst b like abe chod k hi nhi dete, ola k paise dedo tum log,... Aur flood mein bhi ghus jau… https://t.co/fxGEAigsMp",
_be_lol,"They don't take you seriously. This is the condition after so many Protests.
#Mann_Ki_Nahi_Student_Ki_Baat… https://t.co/AWBPFHnVEj",
LagadSwastik,@Swamy39 Sir please sir 😢😢🙏🙏talk to him for postponement of #JEENEET,
Harmand16665660,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/TCMc1jVumy",
SrikarNanibabu,"@LicypriyaK LOL but game isn't over
It just started now. If they don't postpone #JEENEET now, they'll regret their… https://t.co/if2WFIy1AO",
yusufahmed728,@jagdishshetty @Swamy39 I request the honorable prime Minister @narendramodi ji to save us at this last moment from… https://t.co/aqDhW9RfEp,
ramgopalrgk007,#JEENEET students please note it as well... just in case question comes up✌🏻 https://t.co/NXwjwGrVXs https://t.co/dP0IrVuBOs,"New Delhi, India"
nidhi_729,"@DG_NTA my condolences with you as you lost @DrRPNishank 
#RIP_POKHRIYAL 
#NEET #JEENEET","Miraj,Maharashtra"
PayalDedhia,Students giving JEET/NEET &amp; final year graduation exams are not school going kids who wouldn’t understand the meani… https://t.co/AArPmQaBnh,"Mumbai, India"
ghoshtista9,"if you want to be safe enough then learn to take care of yourself, being consciously active, and find the reason th… https://t.co/P4Hqg2oeNC",India
Yuv__Raj,"Will you appear in the tommorow examination?
#StudentsDislikePMModi #RIP_POKHRIYAL #rip_bjp_government… https://t.co/0HOeWpe6jP",India
Prateek19365516,"#StudentsDislikePMModi

Last Hope 🙏🏻
Please please please

Postponed jee-neet🙏🏻

Link-https://t.co/tsEW95BnIJ
#HELP… https://t.co/95buyfiECE","Mathura, India"
rajeshklsurana,Why is govt. @DG_NTA so obstinate in conducting #JEENEET ? The VIPs themselves r taking utmost precautions doing al… https://t.co/2S5ufgsqRr,
arpit_sahal,Modiji don't care for students life that's why #StudentsDislikePMModi please modiji postpone the #JEENEET exams for… https://t.co/04dBy6lJVW,
iamajayy07,"@PMOIndia @narendramodi @DrRPNishank 
One last day for you people to undo the sin that you are about to comit by ri… https://t.co/4tlTj7mzyv","Pune, India"
kkasana15,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,This is the beginning, if the #JEENEET examinations… https://t.co/gV43q9ASWs","Greater Noida, India"
RahulRoY998,"@advocate_alakh @advocate_alakh sir,
 If #jee #neet exams happened,
Every Education authorities in INDIA who suppor… https://t.co/A65h7jI2o0",
Abhi10543,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/7ZAYNX7HFS",
tusarpradhan,"@KumariRukshmani This is latest upgrade mam , It's  seems #JEENEET  students showing their power on democracy . https://t.co/0ZpoecYzTE",India
Gopal0074,@narendramodi The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrenching. It is sa… https://t.co/AVnGKyPuT7,
Suchism73283824,"#StudentsDislikePMModi
#StudentsHatesMrModi 
This is the worst phase in Indian History &amp; present. With around 80k d… https://t.co/vQ9RGjoZMt",
RahulRoY998,"@advocate_alakh sir,
 If #jee #neet exams happened,
Every Education authorities in INDIA who support to conduct… https://t.co/c0hS7VaH4R",
RahulRoY998,"@barandbench @advocate_alakh @advocate_alakh sir,
 If #jee #neet exams happened,
Every Education authorities in IND… https://t.co/vuCK8SmKK2",
RahulRoY998,"@barandbench @advocate_alakh If #jee #neet exams happened,
Every Education authorities in INDIA who support to cond… https://t.co/NUexDhElt1",
bolthae,The #government should be postponed the #JEENEET in the present panic situation of #COVID19 @news18dotcom,
RahulRoY998,"@barandbench @advocate_alakh If #jee #neet exams happened,
Every Education authorities in INDIA who support to cond… https://t.co/0TEKiiDcOU",
siddm9,Forcing students to take exams like #JEENEET when the country has constantly recorded highest cases in the world is… https://t.co/RwUgeQzp94,Mumbai
i_raambharadwaj,plz postpone #JEENEET #PostponeNEET_JEE #Mann_Ki_Nahi_Student_Ki_Baat #RIP_POKHRIYAL https://t.co/qxA0dahLpX,Hyderabad
mtmjng,"This is beginning
There are 10cr students from #JEENEET #SSC #RAILWAYS and various exams and they all are cheated
W… https://t.co/SJKviqWdE4","Gonda, India"
M_Sharma2017,"Apt reaction to “ Mann ki baat”....! 

#Mann_Ki_Nahi_Student_Ki_Baat 
#JEENEET https://t.co/Cv7bGonEjZ",Jaipur/delhi/Dubai 
Gopal0074,@narendramodi The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrenching. It is sa… https://t.co/aDAhnNTLkr,
dpsharan1,What led Union Government to hold NEET &amp; JEE exams much against  wishes of lakhs of aspirants in view of COVID-19 m… https://t.co/8ic2jrL7h9,India
Prateek19365516,"#StudentsDislikePMModi

For last hope from my side
Jee neet exam🙏🏻

Watch -https://t.co/tsEW95BnIJ… https://t.co/tB33FHyWAv","Mathura, India"
Gopal0074,@narendramodi @YourStoryCo The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrench… https://t.co/wmUJtEHSYd,
3dGbx,"#StudentsDislikePMModi please don't dislike modi ji 
This is beginning only

This is little anger of 25 lakh studen… https://t.co/ceOJaFPBxk",
Gopal0074,@DrRPNishank The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrenching. It is sai… https://t.co/ONv8ojMFt2,
Gopal0074,@Swamy39 @sbb4bjp @jagdishshetty @ArvindChaturved @vhsindia The growing distress amongst students &amp; parents regardi… https://t.co/z6VHv3JecT,
Gopal0074,@DrRPNishank The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrenching. It is sai… https://t.co/CVpy0mKYyB,
nanyajita,@11Petitioners #UGC #ssc #railwayexamkarwao #JEENEET and many more.,
Susmita12281638,@RahulGandhi Sir please do something for the #JEENEET students.. Government is not listening to us..… https://t.co/YYWa5d9hBO,
SSonuEE,"90% of the Students disliked Narendra Modi's #MannKiBaat video.,

This is a trailer, if the #JEENEET examinations a… https://t.co/eHmk634isU","Jaynagar,Bihar"
shivang05,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/DAVP0IlxcL",
evasiveleo,"We should make #JEENEET movement a religiopolitical Hindu -Muslim matter, maybe then BJP would start taking interes… https://t.co/YRVjQQUzfD",
ToTheeePoint,"@ExSecular Education was never a part of their upbringing. Hence #JEENEET will always be opposed by them. 

Mayhem… https://t.co/87any4wqzG",
arunkondpalle,"Rather than creating confusion and chaos, politicians should focus on providing free transport, food, and accommoda… https://t.co/82bOlXj43m","Pune, India"
sk_choudhary12,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

So can we expect t… https://t.co/zDSTXzlgKM",
RRPSpeaks,The growing distress amongst students &amp; parents regarding #JEENEET exams is heart wrenching. It is said that… https://t.co/1wST4HCxqz,"Maharashtra, India"
Bhawana43164433,"#NoMore_Neet
SC take decision yesterday for the sake of final year student...
Guys special neet ND jee student pray… https://t.co/m4lqFxx6Ui",
NazarethNirmal,What's the latest dislike count for mann ki baat? #Mann_Ki_Nahi_Student_Ki_Baat #JEENEET #StudentsDislikePMModi,India
LoveKumarJha9,Powerful Questions Come from Powerful Topics.😉😉😉😂😂  #mondaythoughts #Kgf  #JEENEET  #StudentsKiBaat,"Rajasthan, India"
RahulArav3,"This is beginning only
This is little anger of 25 lakh students against this govt
There are 10 cr students from… https://t.co/UyjpOyzol6","Patna, India"
Gyaani71517965,"Happy to hear the sudden demise of ""DR"" Ramesh pokhriyal urf pokhu 
#RIP_POKHRIYAL 
#StudentsDislikePMModi 
#JEENEET",
FaudaDoron,Nice to see @BJP4India has not just spit but vomited on left liberal @Swamy39 by totally ignoring him on issue of… https://t.co/Ccd0735Owg,
Nasirhusen_01,"Dear 
@HemantSorenJMM
 JI now your survey has been completed &amp; also published in 
@Live_Hindustan

So can we expect… https://t.co/YMOtEEjY7j",
JohariAlisha,When students are willingly demanding postponement of #NEET_JEE due to the ongoing pandemic &amp; flood in central Indi… https://t.co/wFQsmkiwb5,"Jaipur, India"
SSonuEE,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is a trailer, if the #JEENEET examinations ar… https://t.co/Osj51XjgB0","Jaynagar,Bihar"
sohamschannel,"@DrRPNishank Rajyo ko paisa to do pehle !! Kahan se hoga arrangement?
Kitne Paisa khaye ho exam karwane ke liye?… https://t.co/NoGuwlcMyH","Kolkata, India"
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/f0ApwVvCOY",
hemirdesai,@RahulGandhi n Leftist Gang who are Opposing on #JEENEET Exam would be silent on Social Distancing not followed dur… https://t.co/ldXaOUauQg,"Valsad, Gujarat, India"
ManiBil66678431,"Sir, We have Nearly getting 180 cases in my district daily. Please postpone #JEENEET 
#PostponeJEE_NEETinCOVID… https://t.co/743YBiXnXG","Karimnagar, India"
Deepika40438961,"Please postpone NEET and jee
#Mann_Ki_Nahi_Student_Ki_Baat 
#StudentsDislikePMModi 
#JEENEET https://t.co/clskrPXrgh",
RajeevR06968461,"@11Petitioners Don't forget what they done with us . I beg don't forget 
#JEENEET #ssc #railway @AISA_tweets… https://t.co/bJObL5RZ3J",
AmanRaj25088349,"#StudentsDislikePMModi
Very worst education system in india #NTPC #ssc #JEENEET #employment #berojgari ever 6yrs of… https://t.co/6XXef6sChk","Bihar, India"
designthoughts2,"Monday motivational Architecture quote 
""Architecture is shaped by human emotions and desires.""
.
.
#architecture… https://t.co/e0xmMasDDs","Bangalore, India"
mannityagi,"Yeah #JEENEET  
#Mann_Ki_Nahi_Student_Ki_Baat 
#PostponeNEET_JEE 
#RIP_POKHRIYAL 
#StudentsDislikePMModi… https://t.co/un5I7nXIrC","Faridabad, India"
yusufahmed728,"@ANI I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have fu… https://t.co/iEE3KuBtiC",
omi9113,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/re6PTTP2fd",Jaipur 
Malishka1111111,@DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @transformIndia @mygovindia @PIB_India @MIB_India… https://t.co/FhW2lsaaAs,
RahulRoY998,"If #jee #neet exams happened,
Every Education authorities in INDIA who support to conduct #JEE #neet  exams should… https://t.co/q2VcL3g3gY",
shardulpandit11,"#StudentsDislikePMModi #studentsAgainstUGCGuidelines #JEENEET #JEE2020 #JEE_NEETcanWAIT 
Full video in the link… https://t.co/W9C0hgEj8R","Mumbai, Maharashtra"
Akshay_me1,"People like @Swamy39 &amp; @ishkarnBHANDARI are unnecessarily worrying about #JEENEET 
Here in #Hyderabad people are ce… https://t.co/Kiz2jRPJsj","Hyderabad, Telangana, India."
roy183sourav,78000 daily cases with JEE/NEET around and the education ministry  have no concerns .  media is busy on self triall… https://t.co/QTBFTRGhvp,"Kolkata, midgard"
Smruti309319,"@Shyamsu37245532 @arunbothra Don't mock on anyone's misery, paiin or fear. I nvr mentioned about any particular exa… https://t.co/OiFmScu28T","Temple City, Bhubaneswar"
_subhi_Jadoun02,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/FpjA4D6Er7",India
Ravipatel24974,"Dear @narendramodi 

This is What Happens When You Shamelessly Ignore Students.😡
Beta bachoge nai tum, yaad rakhna🙂… https://t.co/y22W3GUYXv",Kadi.India
careers360,"IIT alumni launches eduride portal to help JEE Main and NEET aspirants. 
Check:-https://t.co/ouSyTGSx0z
#JEENEET #JeeNeet2020 #jeemain #neet",India
FarooqKhurram1,"All students are grateful to the many who fought for the safety for the students, but we are overwhelmed to see end… https://t.co/c0BFjGOyj8",Kathua
RaisShaikh2406,"India has just become the first and only country in the world to report 80,000 #COVID19 cases. 
To force students t… https://t.co/QAgusSXay6","Maharashtra, India"
dhillongurjent,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/JIma8bqGhW",
TaahaArif1,Please postpone #JEENEET and save the students life.. #PostponeNEET_JEE #PostponeJEE_NEETinSept… https://t.co/BKOdqQdrpm,"Ghaziabad, India"
nkpurwar,@SachinPilot Please arrange transportation for JEE anns Neet students in #Rajasthan state. #JEENEET #JEE_NEET Don’t… https://t.co/imFjpX0iPM,"Maharashtra, India"
Gurjarram11,"@SachinPilot Sir 🙏.., ministers are also getting infected from corona then what about lives of 24 lakh students app… https://t.co/FgtKXZOWcG",
SUNILRA92827701,"#StudentsDislikePMModi
Plz tweet 
#RIP_POKHRIYAL 
#RIP_POKHRIYAL 
#RIP_POKHRIYAL 
#Mann_Ki_Nahi_Student_Ki_Baat… https://t.co/65Ggggb1fI","मारवाड़ जक्शन, भारत"
ViZackTM,"Madhya Pradesh and Chhatisgarh who will appear for the NEET, JEE examinations. The students will be provided free t… https://t.co/jubOj7p7Qh",
ipalaksinha,"Hey guys! ❤ Please check out my new video regarding how you can score good marks in your exams! ☺

Watch here-… https://t.co/EQlAadpjsd",she/her
yusufahmed728,"@ANI I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have fu… https://t.co/YucKo6yPwB",
yusufahmed728,"@PTI_News I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I ha… https://t.co/t2xtZw98Lq",
Ashishjha9452,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/VmtesaCoeP",Madhubani ( Bihar )
iKpsR21,"Keep likes of Dhruv Rathee, Ravish Kumar and other leftists away from #SpeakUpForSSCRailwaysStudents  protest to ma… https://t.co/6M5i2lipxp",
polling_real,"SSC CGL results are pending for years
 #ssccgl2018results
JEE and NEET exams are going to conducted in the pandemic… https://t.co/RLZ0Kn8YNG",
drMayank98,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

We hope that now u… https://t.co/qHhgHB2cpX",
rk2002verma,"#StudentsDislikePMModi 
This is beginning only.

There are 10 cr students from #JEENEET #SSC #RAILWAYS and various… https://t.co/yZmBfX0Nfo",Bairia_ballia
UdbhavPatel3,Children disliking ModiJi #Mann_Ki_Baat and unfollowing him on Twitter because he didn't postponed #JEENEET https://t.co/DJEdS4y37b,
DrHritik,"Perfect example to explain the consequences of taking things for granted. 
#medicalexams2020 #JEENEET… https://t.co/IRU2muQ0mn","Mumbai, India"
Deeksha_Singh__,"@ArvindKejriwal @ArvindKejriwal sir 
Please help us you have the power to postpone #JEENEET exams in Delhi… https://t.co/uSBcbdBTku",
Ashwini87994946,@Live_Hindustan Is there not any covid situation for students appearing in #JEENEET or may be it's more difficult t… https://t.co/hLWHbvITvv,
uzzwalvicky,"⚠️ATTENTION⚠️ Friends take a look
Justice Arun Mishra denied to attend his own farewell due to #COVID19 situation b… https://t.co/XKYtiC8zSz","Bihar, India"
iAahil_Khan,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/kapeu0nqy9","Bhagalpur, India"
IndianM94440371,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/SxQ1gPDm2u","Ahmadabad City, India"
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/qYxCsQ2biQ",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/Ma9U6zJtU9",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/yhiBKwzfBl",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/KZuVByqySb",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/VLqpTnEl5j",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/Rvyum6Kx6z",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/xCrJtzd7tO",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/2AVPQgnE7v",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/Tr7FxdN9WN",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/vtpgxB620Z",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/dMbzvTVHsW",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/54scs5Trpp",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/f2HBUfXVvK",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/clbaWo2GFr",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/pxd91gzyen",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/tcc4lefTWN",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/PW2PtWQZq6",
yusufahmed728,"I request the honorable prime Minister @narendramodi ji to save us at this last moment from #JEENEET
I have full fa… https://t.co/9q4VzwD08X",
Rachitachowdary,"We want this corrupted government change their decision on #JEENEET.

#StudentsDislikePMModi 
#StudentsHatesMrModi",
am_the_lucifer,"#StudentsDislikePMModi

NEEhru JEE is the reason for number of dislikes on latest man ki baat video or maybe it's a… https://t.co/n6LQeuC6vB",India
Shivesh66037024,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

So can we expect t… https://t.co/olsJWisDEv",
AatmaNirbharAdi,This news is enough to tell that #Modi led #BJP government made it an ego issue &amp; wanted to favour only some upper… https://t.co/JndEKnyOzG,
Shivesh66037024,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/eqY7saPON6",
Bhagchandkumaw2,"""This is beginning only""
This is little anger of 25 lakh students against #modi govt
There are 10 cr students from… https://t.co/cSbgpMm744",
kdtion_,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/SnWZfWbzgI",Gujarat / Sultanpur UP
Jayamraj6,NEET | JEE-Main and Advanced | CLAT | National Entrance Exam in India https://t.co/oIP8zhtx0G via @YouTube… https://t.co/aiIEPHtJlc,Tamil
GangaramBudek1,@ANI #JEENEET exam on september,
Sat_Saaa,"This is little anger of 25 lakh students against this govt
There are 10 cr students from #JEENEET #SSC #RAILWAYS an… https://t.co/VQyh3tFk9i",Jaipur
Pushpra07914666,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/cvqLQjLtKG",
SarkariCarrier,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

So can we expect t… https://t.co/Sx7ajoSnwm",India
anujhere_elvez,"If govt is giving death threat by calling students to give exams for their own benefit, then they have also been gi… https://t.co/PiUZ9unhgh","Delhi, India"
TNITweet,"Accommodation for #JEE, #NEET Students in #Bhubaneswar; Details Here.

#JEENEET #JeeNeet2020 #JEEMain #NEET2020… https://t.co/f8TeRo1XSj",Bhubaneswar. New Delhi.
batanahitochata,#JEENEET students please don't attend the exams. Get together online and decide amongst yourselves to not give the… https://t.co/XVKifv9ueX,Arctic 
TNewsters,"Will PM Modi take a cue from the huge number of Dislikes on his #MannKiBaat &amp; postpone #JEENEET Entrances?
Will PM… https://t.co/Ud4azkmjRQ",
sandeepbangia,"Isn’t this what great leadership is all about. Well done @Naveen_Odisha ji. 

Most of my friends children who are a… https://t.co/UldEDeQxXd","Mumbai, India"
Shivesh66037024,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/MAnxP4MFmG",
kdtion_,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/928OgDPETu",Gujarat / Sultanpur UP
JagrutiKatkar,"These hashtags 🙈

#Mann_Ki_Nahi_Student_Ki_Baat 
#StudentLivesMatter #JEENEET #StudentsDislikePMModi https://t.co/qvIMm7Gar4","Pune, India"
RajatSi45807476,"Corona can affect bjp workers but it cant affect #JEENEET students.
They r providing sanitiser, SOPs, gloves on pap… https://t.co/8sESrKQgYF",
PiyushM68987933,@bmcbbsr @CMO_Odisha @IPR_Odisha @odisha_tourism @SMEOdisha @HUDDeptOdisha #JEENEET Those students having examinati… https://t.co/BygAzf2yLV,
NILPARA,Atleast after giving #JEENEET  exams the number of so called apolitical people will reduce in society and hope they… https://t.co/eY1d5eGjwd,bankura
LagadSwastik,Instead @DG_NTA should conduct #JEENEET after 20 days . https://t.co/5dLYrVkNuA,
iSoumyaD,"They want to conduct #JEENEET exam but they dont want to give joinings to cgl 2017 aspirant,RRB ALP aspirants. No i… https://t.co/hDCP4rrO8u","Howrah, West Bengal, India"
imrahul_19,"They want to conduct #JEENEET exam but they dont want to give joinings to cgl 2017 aspirant,RRB ALP aspirants. No i… https://t.co/6zW5Cj2Goq","Indore, India"
amarsnarwal2,"This is the beginning, if the #JEENEET examinations are not postponed, the Modi Government will have to face furthe… https://t.co/bHw9WWSRho","New Delhi, India"
PragativadiNews,"JEE, NEET Exams: These Hotels Provide Accommodation To Examinees In Bhubaneswar
#LatestNews #Odisha #JEENEET 
https://t.co/wHbsQsiPps","Bhubaneswar, India"
SiddheshUkirde,"I'm not against exams, but India reaches the highest #COVID19 cases globally. And this is not the right time to con… https://t.co/HNxGpTTb0t","Pune, India"
ChallaEswar3,#StudentsDislikePMModi #JEENEET is India in a dictatorship rule ??? Or Democratic rule ??? I don't understand why… https://t.co/tk7VbjBxir,
imsaketanand,"We Are Already Recording Maximum No Of Single Days Cases In The World Of #COVID19.

Conducting #JEENEET Exams Will… https://t.co/NOH2BFqiKt",India
